medcode,READcode,Readterm,IHD,MI,Hypertension,AF,CVA,Diabetes,Iron_deficiency,Asthma,COPD,Cancer,Depression,Dementia
47607,L440.11,cva - cerebrovascular accident in the puerperium,,,,,1,,,,,,,
40758,G6W..00,cereb infarct due unsp occlus/stenos precerebr arteries,,,,,1,,,,,,,
33543,G6X..00,cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,,,,,1,,,,,,,
7138,ZV12512,[v]personal history of cerebrovascular accident (cva),,,,,1,,,,,,,
104505,662M200,stroke initial post discharge review,,,,,1,,,,,,,
25615,G64z000,brainstem infarction,,,,,1,,,,,,,
32447,G630.00,basilar artery occlusion,,,,,1,,,,,,,
56458,8HHM.00,ref to multidisciplinary stroke function improvement service,,,,,1,,,,,,,
6155,G64..13,stroke due to cerebral arterial occlusion,,,,,1,,,,,,,
66873,14AK.00,h/o: stroke in last year,,,,,1,,,,,,,
104638,8IEC.00,ref multidisciplinary stroke function improvement declined,,,,,1,,,,,,,
31595,G610.00,cortical haemorrhage,,,,,1,,,,,,,
6253,G66..12,stroke unspecified,,,,,1,,,,,,,
19348,ZV12511,[v]personal history of stroke,,,,,1,,,,,,,
34135,14A7.00,h/o: cva/stroke,,,,,1,,,,,,,
1298,G66..11,cva unspecified,,,,,1,,,,,,,
6116,G66..13,cva - cerebrovascular accident unspecified,,,,,1,,,,,,,
90572,Gyu6500,[x]occlusion and stenosis of other precerebral arteries,,,,,1,,,,,,,
114678,Gyu6B00,[x]sequelae of other nontraumatic intracranial haemorrhage,,,,,1,,,,,,,
13564,G613.00,cerebellar haemorrhage,,,,,1,,,,,,,
1786,G60..00,subarachnoid haemorrhage,,,,,1,,,,,,,
16517,G640.00,cerebral thrombosis,,,,,1,,,,,,,
5363,G64..11,cva - cerebral artery occlusion,,,,,1,,,,,,,
23580,G60z.00,subarachnoid haemorrhage nos,,,,,1,,,,,,,
569,G64..12,infarction - cerebral,,,,,1,,,,,,,
37947,G676.00,nonpyogenic venous sinus thrombosis,,,,,1,,,,,,,
109679,5C13.00,old cerebral infarction on imaging,,,,,1,,,,,,,
53810,Gyu6200,[x]other intracerebral haemorrhage,,,,,1,,,,,,,
9943,G678.00,cereb autosom dominant arteriop subcort infarcts leukoenceph,,,,,1,,,,,,,
110337,Gyu6C00,"[x]sequelae of stroke,not specfd as h'morrhage or infarction",,,,,1,,,,,,,
1469,G66..00,stroke and cerebrovascular accident unspecified,,,,,1,,,,,,,
60692,G606.00,subarachnoid haemorrhage from vertebral artery,,,,,1,,,,,,,
28314,G61X000,"left sided intracerebral haemorrhage, unspecified",,,,,1,,,,,,,
20284,G62z.00,intracranial haemorrhage nos,,,,,1,,,,,,,
91627,Gyu6300,[x]cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,,,,,1,,,,,,,
107886,662e.11,stroke annual review,,,,,1,,,,,,,
51759,G677000,occlusion and stenosis of middle cerebral artery,,,,,1,,,,,,,
15019,G641.00,cerebral embolism,,,,,1,,,,,,,
108428,8OAC.00,provision of written information about stroke,,,,,1,,,,,,,
52246,13YA.00,stroke group member,,,,,1,,,,,,,
56279,L440.12,stroke in the puerperium,,,,,1,,,,,,,
24446,G63y100,cerebral infarction due to embolism of precerebral arteries,,,,,1,,,,,,,
6960,G61..11,cva - cerebrovascular accid due to intracerebral haemorrhage,,,,,1,,,,,,,
101733,G67A.00,cerebral vein thrombosis,,,,,1,,,,,,,
6228,G68X.00,"sequelae of stroke,not specfd as h'morrhage or infarction",,,,,1,,,,,,,
57527,G677100,occlusion and stenosis of anterior cerebral artery,,,,,1,,,,,,,
48149,G681.00,sequelae of intracerebral haemorrhage,,,,,1,,,,,,,
108630,Gyu6E00,"[x]subarachnoid haemorrh from intracranial artery, unspecif",,,,,1,,,,,,,
30045,G616.00,external capsule haemorrhage,,,,,1,,,,,,,
8837,G64..00,cerebral arterial occlusion,,,,,1,,,,,,,
12833,G668.00,right sided cva,,,,,1,,,,,,,
97474,C108412,unstable type 1 diabetes mellitus,,,,,,1,,,,,,
30294,C10EL00,type 1 diabetes mellitus with persistent microalbuminuria,,,,,,1,,,,,,
21689,13AB.00,diabetic lipid lowering diet,,,,,,1,,,,,,
11599,7276,pan retinal photocoagulation for diabetes,,,,,,1,,,,,,
114401,C108612,type 1 diabetes mellitus with gangrene,,,,,,1,,,,,,
47032,8CS0.00,diabetes care plan agreed,,,,,,1,,,,,,
26510,66AB.00,urine sugar charts,,,,,,1,,,,,,
60796,C10FL11,type ii diabetes mellitus with persistent proteinuria,,,,,,1,,,,,,
94955,9NiE.00,did not attend xpert diabetes structured education programme,,,,,,1,,,,,,
61829,C108212,type 1 diabetes mellitus with neurological complications,,,,,,1,,,,,,
99628,Kyu0300,[x]glomerular disorders in diabetes mellitus,,,,,,1,,,,,,
113661,66o3.00,has diabetes identity card,,,,,,1,,,,,,
72333,8HME.00,listed for diabetology admissn,,,,,,1,,,,,,
107464,66AS000,diabetes year of care annual review,,,,,,1,,,,,,
51756,C10FP00,type 2 diabetes mellitus with ketoacidotic coma,,,,,,1,,,,,,
25591,C10FQ00,type 2 diabetes mellitus with exudative maculopathy,,,,,,1,,,,,,
18505,C108.11,iddm-insulin dependent diabetes mellitus,,,,,,1,,,,,,
68546,ZRB4.00,diabetes clinic satisfaction questionnaire,,,,,,1,,,,,,
104323,C10F511,type ii diabetes mellitus with gangrene,,,,,,1,,,,,,
17910,13LZ.11,diabetic relative,,,,,,1,,,,,,
3550,66A..00,diabetic monitoring,,,,,,1,,,,,,
33343,C10y.00,diabetes mellitus with other specified manifestation,,,,,,1,,,,,,
13192,9OLA.00,diabetes monitor. check done,,,,,,1,,,,,,
99231,C108B11,type i diabetes mellitus with mononeuropathy,,,,,,1,,,,,,
42831,C10E200,type 1 diabetes mellitus with neurological complications,,,,,,1,,,,,,
93878,C10E511,type i diabetes mellitus with ulcer,,,,,,1,,,,,,
11471,8B3l.00,diabetes medication review,,,,,,1,,,,,,
69748,C105000,"diabetes mellitus, juvenile type, + ophthalmic manifestation",,,,,,1,,,,,,
8836,66AR.00,diabetes management plan given,,,,,,1,,,,,,
63412,8CR2.00,diabetes clinical management plan,,,,,,1,,,,,,
54600,C10E412,unstable insulin dependent diabetes mellitus,,,,,,1,,,,,,
34450,C10FK00,hyperosmolar non-ketotic state in type 2 diabetes mellitus,,,,,,1,,,,,,
758,C10F.00,type 2 diabetes mellitus,,,,,,1,,,,,,
46963,C108000,insulin-dependent diabetes mellitus with renal complications,,,,,,1,,,,,,
18264,C109J12,insulin treated type ii diabetes mellitus,,,,,,1,,,,,,
95093,8I83.00,did not complete desmond diabetes structured educat program,,,,,,1,,,,,,
62674,C10FA00,type 2 diabetes mellitus with mononeuropathy,,,,,,1,,,,,,
43951,66AK.00,diabetic - cooperative patient,,,,,,1,,,,,,
62107,C109511,type ii diabetes mellitus with gangrene,,,,,,1,,,,,,
64449,C108z00,unspecified diabetes mellitus with multiple complications,,,,,,1,,,,,,
49655,C10F611,type ii diabetes mellitus with retinopathy,,,,,,1,,,,,,
33969,C10A100,malnutrition-related diabetes mellitus with ketoacidosis,,,,,,1,,,,,,
91646,C10F411,type ii diabetes mellitus with ulcer,,,,,,1,,,,,,
65062,C103z00,diabetes mellitus nos with ketoacidotic coma,,,,,,1,,,,,,
41686,Cyu2000,[x]other specified diabetes mellitus,,,,,,1,,,,,,
18056,2G5C.00,foot abnormality - diabetes related,,,,,,1,,,,,,
110344,66o2.00,diabetic on non-insulin injectable medication,,,,,,1,,,,,,
109222,67HA.00,lifestyle education for diabetes,,,,,,1,,,,,,
54419,918T.00,diabetes key contact,,,,,,1,,,,,,
11041,9h41.00,excepted from diabetes qual indicators: patient unsuitable,,,,,,1,,,,,,
46917,C10FD00,type 2 diabetes mellitus with hypoglycaemic coma,,,,,,1,,,,,,
53634,R054200,[d]gangrene of toe in diabetic,,,,,,1,,,,,,
5002,F372.11,diabetic polyneuropathy,,,,,,1,,,,,,
61461,9M00.00,informed consent for diabetes national audit,,,,,,1,,,,,,
13678,ZL62600,referral to diabetic liaison nurse,,,,,,1,,,,,,
97894,C10EP11,type i diabetes mellitus with exudative maculopathy,,,,,,1,,,,,,
48192,C109E11,type ii diabetes mellitus with diabetic cataract,,,,,,1,,,,,,
24571,F372200,asymptomatic diabetic neuropathy,,,,,,1,,,,,,
27891,N030100,diabetic charcot arthropathy,,,,,,1,,,,,,
13071,66AI.00,diabetic - good control,,,,,,1,,,,,,
44312,9M10.00,informed dissent for diabetes national audit,,,,,,1,,,,,,
28856,8CP2.00,transition of diabetes care options discussed,,,,,,1,,,,,,
69993,C10E600,type 1 diabetes mellitus with gangrene,,,,,,1,,,,,,
31053,R054300,[d]widespread diabetic foot gangrene,,,,,,1,,,,,,
10755,F420600,non proliferative diabetic retinopathy,,,,,,1,,,,,,
44443,C108500,insulin dependent diabetes mellitus with ulcer,,,,,,1,,,,,,
18219,C109.13,type ii diabetes mellitus,,,,,,1,,,,,,
47058,8Hg4.00,discharged from care of diabetes specialist nurse,,,,,,1,,,,,,
59253,C10FG00,type 2 diabetes mellitus with arthropathy,,,,,,1,,,,,,
94956,8I84.00,did not complete xpert diabetes structured education program,,,,,,1,,,,,,
57278,C10F011,type ii diabetes mellitus with renal complications,,,,,,1,,,,,,
24693,C109G00,non-insulin dependent diabetes mellitus with arthropathy,,,,,,1,,,,,,
93704,8Hj3.00,referral to dafne diabetes structured education programme,,,,,,1,,,,,,
13102,2BBW.00,o/e - right eye diabetic maculopathy,,,,,,1,,,,,,
7328,M037200,cellulitis in diabetic foot,,,,,,1,,,,,,
2340,F381311,diabetic amyotrophy,,,,,,1,,,,,,
95343,C10E711,type i diabetes mellitus with retinopathy,,,,,,1,,,,,,
52236,C10A.00,malnutrition-related diabetes mellitus,,,,,,1,,,,,,
12030,9OL6.00,diabetes monitoring 3rd letter,,,,,,1,,,,,,
111347,9Na5100,joint consultn pracse nurse & comm diabetes specialist nurse,,,,,,1,,,,,,
101456,8IAs.00,diabetic dietary review declined,,,,,,1,,,,,,
50972,C100z00,diabetes mellitus nos with no mention of complication,,,,,,1,,,,,,
6125,66AS.00,diabetic annual review,,,,,,1,,,,,,
110611,C10P111,type 2 diabetes mellitus in remission,,,,,,1,,,,,,
8618,ZLA2500,seen by diabetic liaison nurse,,,,,,1,,,,,,
109103,C109911,type ii diabetes mellitus without complication,,,,,,1,,,,,,
64668,C10FJ11,insulin treated type ii diabetes mellitus,,,,,,1,,,,,,
47649,C10E100,type 1 diabetes mellitus with ophthalmic complications,,,,,,1,,,,,,
65616,C108H00,insulin dependent diabetes mellitus with arthropathy,,,,,,1,,,,,,
3837,F420400,diabetic maculopathy,,,,,,1,,,,,,
101881,2BBr.00,impaired vision due to diabetic retinopathy,,,,,,1,,,,,,
26604,66AY.00,diabetic diet - good compliance,,,,,,1,,,,,,
109865,C109B12,type 2 diabetes mellitus with polyneuropathy,,,,,,1,,,,,,
18583,66Ad.00,hypoglycaemic attack requiring 3rd party assistance,,,,,,1,,,,,,
30323,C10EK00,type 1 diabetes mellitus with persistent proteinuria,,,,,,1,,,,,,
62146,C109300,non-insulin-dependent diabetes mellitus with multiple comps,,,,,,1,,,,,,
31240,9OL7.00,diabetes monitor.verbal invite,,,,,,1,,,,,,
60107,C108411,unstable type i diabetes mellitus,,,,,,1,,,,,,
51066,9OLC.00,family/carer attended diabetes structured education prog,,,,,,1,,,,,,
110393,13B1000,diabetic carbohydrate counting diet,,,,,,1,,,,,,
49074,C10F400,type 2 diabetes mellitus with ulcer,,,,,,1,,,,,,
14050,42c..00,hba1 - diabetic control,,,,,,1,,,,,,
17313,F440700,diabetic iritis,,,,,,1,,,,,,
7069,F420000,background diabetic retinopathy,,,,,,1,,,,,,
61071,C109D12,type 2 diabetes mellitus with hypoglycaemic coma,,,,,,1,,,,,,
32556,C107.12,diabetes with gangrene,,,,,,1,,,,,,
11018,8HBG.00,diabetic retinopathy 12 month review,,,,,,1,,,,,,
9881,M271200,mixed diabetic ulcer - foot,,,,,,1,,,,,,
93491,9OLJ.00,dafne diabetes structured education programme completed,,,,,,1,,,,,,
12507,9N2i.00,seen by diabetic liaison nurse,,,,,,1,,,,,,
47011,8Hj0.00,referral to diabetes structured education programme,,,,,,1,,,,,,
9013,66AJ.11,unstable diabetes,,,,,,1,,,,,,
98978,38DM.00,"age, bp, clinical feat, duration, diabetes 2 stroke rsk scre",,,,,,1,,,,,,
100436,679L000,education in self management of diabetes,,,,,,1,,,,,,
16502,C104.00,diabetes mellitus with renal manifestation,,,,,,1,,,,,,
69152,66Aj.00,insulin needles changed less than once a day,,,,,,1,,,,,,
33807,C107200,"diabetes mellitus, adult with gangrene",,,,,,1,,,,,,
67212,C10H000,dm induced by non-steroid drugs without complication,,,,,,1,,,,,,
54212,C109F00,non-insulin-dependent d m with peripheral angiopath,,,,,,1,,,,,,
18642,C10EH00,type 1 diabetes mellitus with arthropathy,,,,,,1,,,,,,
43785,C109D00,non-insulin dependent diabetes mellitus with hypoglyca coma,,,,,,1,,,,,,
2478,66AJ100,brittle diabetes,,,,,,1,,,,,,
24490,C100000,"diabetes mellitus, juvenile type, no mention of complication",,,,,,1,,,,,,
102620,C10EL11,type i diabetes mellitus with persistent microalbuminuria,,,,,,1,,,,,,
96823,L180400,diabetes mellitus in pueperium - baby previously delivered,,,,,,1,,,,,,
32770,44V3.00,glucose tol. test diabetic,,,,,,1,,,,,,
17861,66AF.00,attends out-patients,,,,,,1,,,,,,
40363,66A7100,frequency of gp or paramedic treated hypoglycaemia,,,,,,1,,,,,,
98704,C10E512,insulin dependent diabetes mellitus with ulcer,,,,,,1,,,,,,
53238,66AG.00,diabetic drug side effects,,,,,,1,,,,,,
50429,C109100,non-insulin-dependent diabetes mellitus with ophthalm comps,,,,,,1,,,,,,
46850,C108811,type i diabetes mellitus - poor control,,,,,,1,,,,,,
58604,C109611,type ii diabetes mellitus with retinopathy,,,,,,1,,,,,,
105302,K08yA00,proteinuric diabetic nephropathy,,,,,,1,,,,,,
104287,8Hlc.00,referral to community diabetes service,,,,,,1,,,,,,
93529,9OLK.00,desmond diabetes structured education programme completed,,,,,,1,,,,,,
11551,C10B.00,diabetes mellitus induced by steroids,,,,,,1,,,,,,
40962,C109H00,non-insulin dependent d m with neuropathic arthropathy,,,,,,1,,,,,,
1045,C135.00,diabetes insipidus,,,,,,1,,,,,,
102201,C10FC11,type ii diabetes mellitus with nephropathy,,,,,,1,,,,,,
47144,2BBM.00,o/e - diabetic maculopathy absent both eyes,,,,,,1,,,,,,
22823,66Ab.00,diabetic foot examination,,,,,,1,,,,,,
18683,C10E500,type 1 diabetes mellitus with ulcer,,,,,,1,,,,,,
57333,N030011,diabetic cheiropathy,,,,,,1,,,,,,
99716,C10EE12,insulin dependent diabetes mellitus with hypoglycaemic coma,,,,,,1,,,,,,
109197,C10FH11,type ii diabetes mellitus with neuropathic arthropathy,,,,,,1,,,,,,
4513,C109.00,non-insulin dependent diabetes mellitus,,,,,,1,,,,,,
96235,C10E911,type i diabetes mellitus maturity onset,,,,,,1,,,,,,
37315,F3y0.00,diabetic mononeuropathy,,,,,,1,,,,,,
47315,C10F711,type ii diabetes mellitus - poor control,,,,,,1,,,,,,
62352,C108H11,type i diabetes mellitus with arthropathy,,,,,,1,,,,,,
35785,F372100,chronic painful diabetic neuropathy,,,,,,1,,,,,,
93727,C10FE11,type ii diabetes mellitus with diabetic cataract,,,,,,1,,,,,,
56448,C108A00,insulin-dependent diabetes without complication,,,,,,1,,,,,,
107881,K08yA11,clinical diabetic nephropathy,,,,,,1,,,,,,
8842,66A5.00,diabetic on insulin,,,,,,1,,,,,,
44260,C108F00,insulin dependent diabetes mellitus with diabetic cataract,,,,,,1,,,,,,
113863,C10ED11,type i diabetes mellitus with nephropathy,,,,,,1,,,,,,
72345,C102z00,diabetes mellitus nos with hyperosmolar coma,,,,,,1,,,,,,
37957,C10K.00,type a insulin resistance,,,,,,1,,,,,,
105585,8CMW700,diabetes clinical pathway,,,,,,1,,,,,,
109628,C10P011,type 1 diabetes mellitus in remission,,,,,,1,,,,,,
56803,C107400,niddm with peripheral circulatory disorder,,,,,,1,,,,,,
108890,679L300,diabetic foot care education,,,,,,1,,,,,,
109051,C10E612,insulin dependent diabetes mellitus with gangrene,,,,,,1,,,,,,
59725,C109111,type ii diabetes mellitus with ophthalmic complications,,,,,,1,,,,,,
113594,38QW.00,diabetes distress scale 2 item,,,,,,1,,,,,,
95094,8I81.00,did not complete diabetes structured education programme,,,,,,1,,,,,,
50960,L180500,"pre-existing diabetes mellitus, insulin-dependent",,,,,,1,,,,,,
26054,C10FL00,type 2 diabetes mellitus with persistent proteinuria,,,,,,1,,,,,,
10418,C10ED00,type 1 diabetes mellitus with nephropathy,,,,,,1,,,,,,
22884,C10F.11,type ii diabetes mellitus,,,,,,1,,,,,,
110379,66o5.00,diabetic on oral treatment and glucagon-like peptide 1,,,,,,1,,,,,,
6430,9NM0.00,attending diabetes clinic,,,,,,1,,,,,,
55123,66AO.00,date diabetic treatment stopp.,,,,,,1,,,,,,
59288,C103y00,other specified diabetes mellitus with coma,,,,,,1,,,,,,
24327,M271000,ischaemic ulcer diabetic foot,,,,,,1,,,,,,
100770,C10EF12,insulin dependent diabetes mellitus with diabetic cataract,,,,,,1,,,,,,
95641,8Hj1.00,family/carer referral to diabetes structured education prog,,,,,,1,,,,,,
30648,9N4p.00,did not attend diabetic retinopathy clinic,,,,,,1,,,,,,
101455,9OLN.00,diabetes monitor invitation by sms (short message service),,,,,,1,,,,,,
100964,C10F111,type ii diabetes mellitus with ophthalmic complications,,,,,,1,,,,,,
83532,66Ao.00,diabetes type 2 review,,,,,,1,,,,,,
108218,66AJ400,hypoglycaemic warning absent,,,,,,1,,,,,,
13195,9OL5.00,diabetes monitoring 2nd letter,,,,,,1,,,,,,
109133,L180700,pre-existing malnutrition-related diabetes mellitus,,,,,,1,,,,,,
44440,C108E00,insulin dependent diabetes mellitus with hypoglycaemic coma,,,,,,1,,,,,,
22967,2BBF.00,retinal abnormality - diabetes related,,,,,,1,,,,,,
103902,C10FG11,type ii diabetes mellitus with arthropathy,,,,,,1,,,,,,
111211,66Ad000,,,,,,,1,,,,,,
46301,C10EC00,type 1 diabetes mellitus with polyneuropathy,,,,,,1,,,,,,
93854,9OLM.00,diabetes structured education programme declined,,,,,,1,,,,,,
45491,C10z.00,diabetes mellitus with unspecified complication,,,,,,1,,,,,,
85991,C10FM11,type ii diabetes mellitus with persistent microalbuminuria,,,,,,1,,,,,,
91164,ZRB4.11,csq - diabetes clinic satisfaction questionnaire,,,,,,1,,,,,,
115410,C108611,type i diabetes mellitus with gangrene,,,,,,1,,,,,,
54846,9OL9.00,diabetes monitoring deleted,,,,,,1,,,,,,
14049,42WZ.00,hb. a1c - diabetic control nos,,,,,,1,,,,,,
9835,2BBL.00,o/e - diabetic maculopathy present both eyes,,,,,,1,,,,,,
69163,8HTi.00,referral to multidisciplinary diabetic clinic,,,,,,1,,,,,,
68818,ZRB5.11,dtsq - diabetes treatment satisfaction questionnaire,,,,,,1,,,,,,
46624,C10C.11,maturity onset diabetes in youth,,,,,,1,,,,,,
68928,TJ23.00,adverse reaction to insulins and antidiabetic agents,,,,,,1,,,,,,
108005,C109312,type 2 diabetes mellitus with multiple complications,,,,,,1,,,,,,
107452,66o..00,further diabetic monitoring,,,,,,1,,,,,,
57723,8HHy.00,referral to diabetic register,,,,,,1,,,,,,
85660,66An.00,diabetes type 1 review,,,,,,1,,,,,,
50937,8HTe.00,referral to diabetes preconception counselling clinic,,,,,,1,,,,,,
42729,C108E11,type i diabetes mellitus with hypoglycaemic coma,,,,,,1,,,,,,
63690,C10FR00,type 2 diabetes mellitus with gastroparesis,,,,,,1,,,,,,
65704,C109412,type 2 diabetes mellitus with ulcer,,,,,,1,,,,,,
64446,C108G00,insulin dependent diab mell with peripheral angiopathy,,,,,,1,,,,,,
26605,9OLB.00,attended diabetes structured education programme,,,,,,1,,,,,,
34912,C109400,non-insulin dependent diabetes mellitus with ulcer,,,,,,1,,,,,,
1323,F420.00,diabetic retinopathy,,,,,,1,,,,,,
66872,C108D11,type i diabetes mellitus with nephropathy,,,,,,1,,,,,,
108360,C10P000,type i diabetes mellitus in remission,,,,,,1,,,,,,
26603,9OL2.00,refuses diabetes monitoring,,,,,,1,,,,,,
17262,C109600,non-insulin-dependent diabetes mellitus with retinopathy,,,,,,1,,,,,,
105207,8HTE100,referral to community diabetes clinic,,,,,,1,,,,,,
52630,2BBo.00,o/e - sight threatening diabetic retinopathy,,,,,,1,,,,,,
46521,9N2d.00,seen by diabetologist,,,,,,1,,,,,,
10098,C10yy00,other specified diabetes mellitus with other spec comps,,,,,,1,,,,,,
102163,C10ED12,insulin dependent diabetes mellitus with nephropathy,,,,,,1,,,,,,
110997,C10y000,"diabetes mellitus, juvenile, + other specified manifestation",,,,,,1,,,,,,
96010,66Ap.00,insulin treatment initiated,,,,,,1,,,,,,
113796,9Na5200,joint consultation gp & community diabetes specialist nurse,,,,,,1,,,,,,
104453,66At011,type 1 diabetic dietary review,,,,,,1,,,,,,
82474,8Hl4.00,referral to community diabetes specialist nurse,,,,,,1,,,,,,
107739,679L211,advice about diabetes and driving,,,,,,1,,,,,,
11977,ZL62500,referral to diabetes nurse,,,,,,1,,,,,,
54773,C10F800,reaven's syndrome,,,,,,1,,,,,,
98954,3883,diabetes treatment satisfaction questionnaire,,,,,,1,,,,,,
109878,ZC2C911,diet advice for insulin-dependent diabetes,,,,,,1,,,,,,
3286,F420100,proliferative diabetic retinopathy,,,,,,1,,,,,,
102740,C108112,type 1 diabetes mellitus with ophthalmic complications,,,,,,1,,,,,,
37648,C109J11,insulin treated non-insulin dependent diabetes mellitus,,,,,,1,,,,,,
45914,C108812,type 1 diabetes mellitus - poor control,,,,,,1,,,,,,
