prodcodeid,bnfchapter,termfromemis,drugsubstancename,productname,bb,ace,arb,arnie,mra,sglti,loop
"4454541000033118","2050501","perindopril arginine 5mg / indapamide 1.25mg tablets","indapamide/ perindopril arginine","perindopril arginine 5mg / indapamide 1.25mg tablets",,1,,,,,
"998641000033111","","odrik 2mg capsules (aventis pharma)","trandolapril","odrik 2mg capsules",,1,,,,,
"648341000033112","","gopten 1mg capsules (abbott laboratories ltd)","trandolapril","gopten 1mg capsules",,1,,,,,
"1739841000033119","2050501","imidapril 5mg tablets","imidapril hydrochloride","imidapril 5mg tablets",,1,,,,,
"258241000033115","2050501","cilazapril 2.5mg tablets","cilazapril monohydrate","cilazapril 2.5mg tablets",,1,,,,,
"1454141000033119","2050501","trandolapril 500microgram capsules","trandolapril","trandolapril 500microgram capsules",,1,,,,,
"1149241000033111","2050501","quinapril 5mg tablets","quinapril hydrochloride","quinapril 5mg tablets",,1,,,,,
"3279541000033115","","lisicostad 10mg/12.5mg tablets (genus pharmaceuticals ltd)","hydrochlorothiazide/ lisinopril","lisicostad 10mg/12.5mg tablets",,1,,,,,
"214341000033111","","capoten 50mg tablets (bristol-myers squibb pharmaceuticals ltd)","captopril","capoten 50mg tablets",,1,,,,,
"5971441000033111","2050501","lisinopril 2.5mg/5ml oral suspension","lisinopril","lisinopril 2.5mg/5ml oral suspension",,1,,,,,
"1149541000033113","2050501","quinapril 40mg tablets","quinapril hydrochloride","quinapril 40mg tablets",,1,,,,,
"1552141000033116","","zestril 20mg tablets (atnahs pharma uk ltd)","lisinopril","zestril 20mg tablets",,1,,,,,
"2662641000033112","","comprilan bandage 6cm x 5m (bsn medical ltd)","","comprilan bandage 6cm x 5m",,1,,,,,
"3014841000033118","","gopten 4mg capsules (abbott laboratories ltd)","trandolapril","gopten 4mg capsules",,1,,,,,
"1769841000033111","2050501","ramipril 10mg capsules","ramipril","ramipril 10mg capsules",,1,,,,,
"6044641000033119","2050501","lisinopril 20mg/5ml oral solution","lisinopril","lisinopril 20mg/5ml oral solution",,1,,,,,
"5898941000033112","2050501","captopril 6.25mg/5ml oral solution","captopril","captopril 6.25mg/5ml oral solution",,1,,,,,
"1753841000033118","","tanatril 10mg tablets (northumbria pharma ltd)","imidapril hydrochloride","tanatril 10mg tablets",,1,,,,,
"5967041000033117","2050501","enalapril 10mg/5ml oral solution","enalapril maleate","enalapril 10mg/5ml oral solution",,1,,,,,
"1918741000033115","","pralenal 5 tablets (opus pharmaceuticals ltd)","enalapril maleate","pralenal 5 tablets",,1,,,,,
"1503441000033113","","vascace 5mg tablets (roche products ltd)","cilazapril monohydrate","vascace 5mg tablets",,1,,,,,
"4453941000033114","2050501","perindopril arginine 2.5mg tablets","perindopril arginine","perindopril arginine 2.5mg tablets",,1,,,,,
"258141000033110","2050501","cilazapril 1mg tablets","cilazapril monohydrate","cilazapril 1mg tablets",,1,,,,,
"13740241000033119","","enalapril 20mg tablets (imported)","enalapril maleate","enalapril 20mg tablets",,1,,,,,
"1753941000033114","","tanatril 5mg tablets (northumbria pharma ltd)","imidapril hydrochloride","tanatril 5mg tablets",,1,,,,,
"2990041000033116","","tritace 2.5mg tablets (sanofi)","ramipril","tritace 2.5mg tablets",,1,,,,,
"377641000033110","","coversyl 4mg tablets (servier laboratories ltd)","perindopril erbumine","coversyl 4mg tablets",,1,,,,,
"3163341000033119","2050501","felodipine 2.5mg modified-release / ramipril 2.5mg tablets","felodipine/ ramipril","felodipine 2.5mg modified-release / ramipril 2.5mg tablets",,1,,,,,
"4152241000033113","2050501","ramipril 1.25mg/5ml oral suspension","ramipril","ramipril 1.25mg/5ml oral suspension",,1,,,,,
"13441000033110","","accupro 5mg tablets (pfizer ltd)","quinapril hydrochloride","accupro 5mg tablets",,1,,,,,
"1065941000033115","","perdix 15mg tablets (ucb pharma ltd)","moexipril hydrochloride","perdix 15mg tablets",,1,,,,,
"213441000033119","2050501","captopril 12.5mg tablets","captopril","captopril 12.5mg tablets",,1,,,,,
"6001041000033115","2050501","captopril 5mg/5ml oral solution","captopril","captopril 5mg/5ml oral solution",,1,,,,,
"2945841000033112","","ecopace 12.5mg tablets (advanz pharma)","captopril","ecopace 12.5mg tablets",,1,,,,,
"1504941000033117","","vascace 500microgram tablets (roche products ltd)","cilazapril monohydrate","vascace 500microgram tablets",,1,,,,,
"216241000033114","","carace 5mg tablets (bristol-myers squibb pharmaceuticals ltd)","lisinopril","carace 5mg tablets",,1,,,,,
"1770241000033110","","comprilan bandage 8cm x 5m (bsn medical ltd)","","comprilan bandage 8cm x 5m",,1,,,,,
"3152141000033115","2050501","lisinopril 5mg/5ml oral suspension","lisinopril","lisinopril 5mg/5ml oral suspension",,1,,,,,
"524541000033118","","enalapril maleate  wafers  20 mg","","",,1,,,,,
"1455541000033110","","tritace 1.25mg capsules (aventis pharma)","ramipril","tritace 1.25mg capsules",,1,,,,,
"2989841000033118","2050501","ramipril 10mg tablets","ramipril","ramipril 10mg tablets",,1,,,,,
"9105441000033110","2050501","perindopril erbumine 8mg / amlodipine 5mg tablets","amlodipine besilate/ perindopril erbumine","perindopril erbumine 8mg / amlodipine 5mg tablets",,1,,,,,
"10841000033119","","acepril 12.5mg tablets (bristol-myers squibb pharmaceuticals ltd)","captopril","acepril 12.5mg tablets",,1,,,,,
"609141000033111","2050501","fosinopril 10mg tablets","fosinopril sodium","fosinopril 10mg tablets",,1,,,,,
"3012741000033115","2050501","captopril 25mg/5ml oral solution","captopril","captopril 25mg/5ml oral solution",,1,,,,,
"3159841000033118","","lopace 5mg capsules (discovery pharmaceuticals)","ramipril","lopace 5mg capsules",,1,,,,,
"3160841000033117","2050501","lisinopril 10mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ lisinopril","lisinopril 10mg / hydrochlorothiazide 12.5mg tablets",,1,,,,,
"1087141000033112","","pipril  injection  4 g","","",,1,,,,,
"210541000033113","","captopril  tablets  1 mg","","",,1,,,,,
"4454641000033117","","coversyl arginine plus 5mg/1.25mg tablets (servier laboratories ltd)","indapamide/ perindopril arginine","coversyl arginine plus 5mg/1.25mg tablets",,1,,,,,
"524041000033111","","enalapril maleate  wafers  2.5 mg","","",,1,,,,,
"2989541000033115","2050501","ramipril 1.25mg tablets","ramipril","ramipril 1.25mg tablets",,1,,,,,
"216041000033118","","carace 2.5mg tablets (bristol-myers squibb pharmaceuticals ltd)","lisinopril","carace 2.5mg tablets",,1,,,,,
"2145741000033116","","tanatril 20mg tablets (northumbria pharma ltd)","imidapril hydrochloride","tanatril 20mg tablets",,1,,,,,
"838141000033117","2050501","lisinopril 5mg tablets","lisinopril","lisinopril 5mg tablets",,1,,,,,
"837841000033110","2050501","lisinopril 10mg tablets","lisinopril","lisinopril 10mg tablets",,1,,,,,
"524441000033119","","enalapril maleate  wafers  2.5 mg","","",,1,,,,,
"1149341000033118","2050501","quinapril 10mg tablets","quinapril hydrochloride","quinapril 10mg tablets",,1,,,,,
"1151441000033111","2050501","ramipril 2.5mg capsules","ramipril","ramipril 2.5mg capsules",,1,,,,,
"2928441000033115","","tensopril 25mg tablets (teva uk ltd)","captopril","tensopril 25mg tablets",,1,,,,,
"1918941000033117","","pralenal 20 tablets (opus pharmaceuticals ltd)","enalapril maleate","pralenal 20 tablets",,1,,,,,
"769241000033112","","innovace 20mg tablets (organon pharma (uk) ltd)","enalapril maleate","innovace 20mg tablets",,1,,,,,
"1622041000033110","","kaplon 12.5mg tablets (teva uk ltd)","captopril","kaplon 12.5mg tablets",,1,,,,,
"3161641000033114","2050501","perindopril erbumine 4mg / indapamide 1.25mg tablets","indapamide/ perindopril erbumine","perindopril erbumine 4mg / indapamide 1.25mg tablets",,1,,,,,
"2739541000033117","","coversyl plus tablets (servier laboratories ltd)","indapamide/ perindopril erbumine","coversyl plus tablets",,1,,,,,
"11241000033113","","accuretic 10mg/12.5mg tablets (pfizer ltd)","hydrochlorothiazide/ quinapril hydrochloride","accuretic 10mg/12.5mg tablets",,1,,,,,
"8879741000033117","","priligy 30mg tablets (a. menarini farmaceutica internazionale srl)","dapoxetine","priligy 30mg tablets",,1,,,,,
"522841000033111","2050501","enalapril 5mg tablets","enalapril maleate","enalapril 5mg tablets",,1,,,,,
"522741000033118","2050501","enalapril 20mg tablets","enalapril maleate","enalapril 20mg tablets",,1,,,,,
"5898741000033114","2050501","captopril 12.5mg/5ml oral solution","captopril","captopril 12.5mg/5ml oral solution",,1,,,,,
"377541000033114","","coversyl 2mg tablets (servier laboratories ltd)","perindopril erbumine","coversyl 2mg tablets",,1,,,,,
"769041000033116","","innovace 10mg tablets (organon pharma (uk) ltd)","enalapril maleate","innovace 10mg tablets",,1,,,,,
"217041000033116","","carace 20 plus tablets (organon pharma (uk) ltd)","hydrochlorothiazide/ lisinopril","carace 20 plus tablets",,1,,,,,
"1066041000033113","","perdix 7.5mg tablets (ucb pharma ltd)","moexipril hydrochloride","perdix 7.5mg tablets",,1,,,,,
"216441000033110","","capozide 25mg/50mg tablets (bristol-myers squibb pharmaceuticals ltd)","captopril/ hydrochlorothiazide","capozide 25mg/50mg tablets",,1,,,,,
"215941000033111","","carace 10mg tablets (bristol-myers squibb pharmaceuticals ltd)","lisinopril","carace 10mg tablets",,1,,,,,
"214441000033117","2050501","captopril 25mg tablets","captopril","captopril 25mg tablets",,1,,,,,
"9105541000033111","2050501","perindopril erbumine 8mg / amlodipine 10mg tablets","amlodipine besilate/ perindopril erbumine","perindopril erbumine 8mg / amlodipine 10mg tablets",,1,,,,,
"211541000033119","2050502","candesartan 16mg tablets","candesartan cilexetil","candesartan 16mg tablets",,,1,,,,
"7754841000033119","2050502","azilsartan medoxomil 20mg tablets","azilsartan medoxomil potassium","azilsartan medoxomil 20mg tablets",,,1,,,,
"4957541000033114","2050502","losartan 12.5mg tablets","losartan potassium","losartan 12.5mg tablets",,,1,,,,
"211841000033117","2050502","candesartan 8mg tablets","candesartan cilexetil","candesartan 8mg tablets",,,1,,,,
"7754941000033110","2050502","azilsartan medoxomil 40mg tablets","azilsartan medoxomil potassium","azilsartan medoxomil 40mg tablets",,,1,,,,
"1498341000033118","2050502","valsartan 40mg capsules","valsartan","valsartan 40mg capsules",,,1,,,,
"3190841000033119","","co-diovan 80mg/12.5mg tablets (novartis pharmaceuticals uk ltd)","hydrochlorothiazide/ valsartan","co-diovan 80mg/12.5mg tablets",,,1,,,,
"1498241000033111","2050502","valsartan 160mg capsules","valsartan","valsartan 160mg capsules",,,1,,,,
"3995341000033119","","coaprovel 300mg/25mg tablets (sanofi)","hydrochlorothiazide/ irbesartan","coaprovel 300mg/25mg tablets",,,1,,,,
"3190741000033112","2050502","valsartan 80mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ valsartan","valsartan 80mg / hydrochlorothiazide 12.5mg tablets",,,1,,,,
"211741000033110","2050502","candesartan 4mg tablets","candesartan cilexetil","candesartan 4mg tablets",,,1,,,,
"370441000033112","","cozaar 25mg tablets (organon pharma (uk) ltd)","losartan potassium","cozaar 25mg tablets",,,1,,,,
"4273241000033118","2050502","olmesartan medoxomil 10mg/5ml oral suspension","olmesartan medoxomil","olmesartan medoxomil 10mg/5ml oral suspension",,,1,,,,
"2041041000033110","","teveten 600mg tablets (viatris uk healthcare ltd)","eprosartan mesilate","teveten 600mg tablets",,,1,,,,
"3161741000033117","2050502","losartan 50mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ losartan potassium","losartan 50mg / hydrochlorothiazide 12.5mg tablets",,,1,,,,
"1849741000033114","","micardis 40mg tablets (boehringer ingelheim ltd)","telmisartan","micardis 40mg tablets",,,1,,,,
"370841000033110","","cozaar-comp 50mg/12.5mg tablets (organon pharma (uk) ltd)","hydrochlorothiazide/ losartan potassium","cozaar-comp 50mg/12.5mg tablets",,,1,,,,
"6180741000033115","","sevikar hct 40mg/5mg/12.5mg tablets (daiichi sankyo uk ltd)","amlodipine besilate/ hydrochlorothiazide/ olmesartan medoxomil","sevikar hct 40mg/5mg/12.5mg tablets",,,1,,,,
"4021841000033112","","exforge 5mg/160mg tablets (novartis pharmaceuticals uk ltd)","amlodipine besilate/ valsartan","exforge 5mg/160mg tablets",,,1,,,,
"2944641000033112","2050502","olmesartan medoxomil 20mg tablets","olmesartan medoxomil","olmesartan medoxomil 20mg tablets",,,1,,,,
"3152641000033113","","co-diovan 160mg/25mg tablets (novartis pharmaceuticals uk ltd)","hydrochlorothiazide/ valsartan","co-diovan 160mg/25mg tablets",,,1,,,,
"1849841000033116","","micardis 80mg tablets (boehringer ingelheim ltd)","telmisartan","micardis 80mg tablets",,,1,,,,
"3162641000033119","2050502","telmisartan 40mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ telmisartan","telmisartan 40mg / hydrochlorothiazide 12.5mg tablets",,,1,,,,
"4548741000033111","2050502","telmisartan 80mg / hydrochlorothiazide 25mg tablets","hydrochlorothiazide/ telmisartan","telmisartan 80mg / hydrochlorothiazide 25mg tablets",,,1,,,,
"3346941000033113","","cozaar-comp 100mg/25mg tablets (organon pharma (uk) ltd)","hydrochlorothiazide/ losartan potassium","cozaar-comp 100mg/25mg tablets",,,1,,,,
"76141000033117","","aprovel 75mg tablets (sanofi)","irbesartan","aprovel 75mg tablets",,,1,,,,
"59141000033113","","amias 16mg tablets (neon healthcare ltd)","candesartan cilexetil","amias 16mg tablets",,,1,,,,
"2944841000033113","","olmetec 10mg tablets (daiichi sankyo uk ltd)","olmesartan medoxomil","olmetec 10mg tablets",,,1,,,,
"775541000033116","2050502","irbesartan 300mg tablets","irbesartan","irbesartan 300mg tablets",,,1,,,,
"8554241000033111","","ifirmasta 150mg tablets (krka uk ltd)","irbesartan","ifirmasta 150mg tablets",,,1,,,,
"5150041000033110","","cozaar 2.5mg/ml oral suspension (organon pharma (uk) ltd)","losartan potassium","cozaar 2.5mg/ml oral suspension",,,1,,,,
"5006241000033115","","sevikar 40mg/5mg tablets (daiichi sankyo uk ltd)","amlodipine besilate/ olmesartan medoxomil","sevikar 40mg/5mg tablets",,,1,,,,
"6180841000033113","","sevikar hct 40mg/10mg/12.5mg tablets (daiichi sankyo uk ltd)","amlodipine besilate/ hydrochlorothiazide/ olmesartan medoxomil","sevikar hct 40mg/10mg/12.5mg tablets",,,1,,,,
"5149941000033118","2050502","losartan 2.5mg/ml oral suspension sugar free","losartan potassium","losartan 2.5mg/ml oral suspension sugar free",,,1,,,,
"5005941000033118","2050502","olmesartan medoxomil 40mg / amlodipine 5mg tablets","amlodipine besilate/ olmesartan medoxomil","olmesartan medoxomil 40mg / amlodipine 5mg tablets",,,1,,,,
"3161241000033111","2050502","irbesartan 300mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ irbesartan","irbesartan 300mg / hydrochlorothiazide 12.5mg tablets",,,1,,,,
"2040841000033113","","teveten 300mg tablets (viatris uk healthcare ltd)","eprosartan mesilate","teveten 300mg tablets",,,1,,,,
"2272741000033111","","micardis 20mg tablets (boehringer ingelheim ltd)","telmisartan","micardis 20mg tablets",,,1,,,,
"2272641000033119","2050502","telmisartan 20mg tablets","telmisartan","telmisartan 20mg tablets",,,1,,,,
"3909141000033116","","olmetec plus 20mg/12.5mg tablets (daiichi sankyo uk ltd)","hydrochlorothiazide/ olmesartan medoxomil","olmetec plus 20mg/12.5mg tablets",,,1,,,,
"9209341000033116","","tolura 20mg tablets (krka uk ltd)","telmisartan","tolura 20mg tablets",,,1,,,,
"2036441000033114","2050502","eprosartan 400mg tablets","eprosartan mesilate","eprosartan 400mg tablets",,,1,,,,
"2944541000033111","2050502","olmesartan medoxomil 10mg tablets","olmesartan medoxomil","olmesartan medoxomil 10mg tablets",,,1,,,,
"437641000033118","","diovan 160mg capsules (novartis pharmaceuticals uk ltd)","valsartan","diovan 160mg capsules",,,1,,,,
"9209541000033111","","tolura 80mg tablets (krka uk ltd)","telmisartan","tolura 80mg tablets",,,1,,,,
"3161441000033112","2050502","valsartan 160mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ valsartan","valsartan 160mg / hydrochlorothiazide 12.5mg tablets",,,1,,,,
"851841000033117","2050502","losartan 25mg tablets","losartan potassium","losartan 25mg tablets",,,1,,,,
"8554341000033118","","ifirmasta 300mg tablets (krka uk ltd)","irbesartan","ifirmasta 300mg tablets",,,1,,,,
"7755141000033114","","edarbi 20mg tablets (takeda uk ltd)","azilsartan medoxomil potassium","edarbi 20mg tablets",,,1,,,,
"1498441000033112","2050502","valsartan 80mg capsules","valsartan","valsartan 80mg capsules",,,1,,,,
"3161141000033116","2050502","irbesartan 150mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ irbesartan","irbesartan 150mg / hydrochlorothiazide 12.5mg tablets",,,1,,,,
"2864241000033110","","micardisplus 40mg/12.5mg tablets (boehringer ingelheim ltd)","hydrochlorothiazide/ telmisartan","micardisplus 40mg/12.5mg tablets",,,1,,,,
"4424841000033117","","cozaar-comp 100mg/12.5mg tablets (organon pharma (uk) ltd)","hydrochlorothiazide/ losartan potassium","cozaar-comp 100mg/12.5mg tablets",,,1,,,,
"4021541000033110","2060200","amlodipine 5mg / valsartan 160mg tablets","amlodipine besilate/ valsartan","amlodipine 5mg / valsartan 160mg tablets",,,1,,,,
"2040941000033117","","teveten 400mg tablets (abbott healthcare products ltd)","eprosartan mesilate","teveten 400mg tablets",,,1,,,,
"370541000033113","","cozaar 50mg tablets (organon pharma (uk) ltd)","losartan potassium","cozaar 50mg tablets",,,1,,,,
"1849641000033117","2050502","telmisartan 80mg tablets","telmisartan","telmisartan 80mg tablets",,,1,,,,
"4424741000033110","2050502","losartan 100mg / hydrochlorothiazide 12.5mg tablets","hydrochlorothiazide/ losartan potassium","losartan 100mg / hydrochlorothiazide 12.5mg tablets",,,1,,,,
